dataset_label,scenario_label,onset_time_s,ramp_duration_s,direction_label,offset_mode_label,position_offset_north_m,position_offset_east_m,position_offset_down_m,velocity_offset_north_mps,velocity_offset_east_mps,velocity_offset_down_mps,total_samples,spoof_labeled_samples,clean_labeled_samples,trusted_verdicts,flagged_verdicts,rejected_verdicts,anomaly_tpr,anomaly_fpr,rejected_tpr,rejected_fpr,first_spoof_labeled_sample_index,first_anomaly_sample_index,first_rejected_sample_index,samples_from_onset_to_first_anomaly,samples_from_onset_to_first_rejection,mean_evaluation_latency_us,p95_evaluation_latency_us,max_evaluation_latency_us
px4_turn,northeast_onset_4.0_ramp_10.0_posvel,4.0,10.0,northeast,position_plus_velocity,21.213203,21.213203,0.0,6.363961,6.363961,0.0,120,112,8,120,0,0,0.0,0.0,0.0,0.0,9,,,,,323.7109749999999,441.905,694.308
px4_turn,northwest_onset_4.0_ramp_10.0_pos,4.0,10.0,northwest,position_only,21.213203,-21.213203,0.0,0.0,0.0,0.0,120,112,8,109,11,0,0.09821428571428571,0.0,0.0,0.0,9,43,,35,,341.3719916666668,511.40599999999995,2211.2239999999997
px4_turn,northwest_onset_4.0_ramp_10.0_posvel,4.0,10.0,northwest,position_plus_velocity,21.213203,-21.213203,0.0,6.363961,-6.363961,0.0,120,112,8,106,14,0,0.125,0.0,0.0,0.0,9,107,,99,,303.33325833333345,457.805,1254.7140000000002
px4_turn,north_onset_4.0_ramp_20.0_pos,4.0,20.0,north,position_only,30.0,0.0,0.0,0.0,0.0,0.0,120,112,8,120,0,0,0.0,0.0,0.0,0.0,9,,,,,239.39173333333326,279.803,529.406
px4_turn,north_onset_4.0_ramp_20.0_posvel,4.0,20.0,north,position_plus_velocity,30.0,0.0,0.0,9.0,0.0,0.0,120,112,8,120,0,0,0.0,0.0,0.0,0.0,9,,,,,238.61673333333314,274.403,500.10600000000005
px4_turn,east_onset_4.0_ramp_20.0_pos,4.0,20.0,east,position_only,0.0,30.0,0.0,0.0,0.0,0.0,120,112,8,120,0,0,0.0,0.0,0.0,0.0,9,,,,,247.82098333333323,333.604,372.904
px4_turn,east_onset_4.0_ramp_20.0_posvel,4.0,20.0,east,position_plus_velocity,0.0,30.0,0.0,0.0,9.0,0.0,120,112,8,120,0,0,0.0,0.0,0.0,0.0,9,,,,,236.56585833333327,267.303,436.105
px4_turn,northeast_onset_4.0_ramp_20.0_pos,4.0,20.0,northeast,position_only,21.213203,21.213203,0.0,0.0,0.0,0.0,120,112,8,120,0,0,0.0,0.0,0.0,0.0,9,,,,,234.35584999999986,262.803,473.60499999999996
px4_turn,northeast_onset_4.0_ramp_20.0_posvel,4.0,20.0,northeast,position_plus_velocity,21.213203,21.213203,0.0,6.363961,6.363961,0.0,120,112,8,120,0,0,0.0,0.0,0.0,0.0,9,,,,,232.40749166666663,282.803,313.104
px4_turn,northwest_onset_4.0_ramp_20.0_pos,4.0,20.0,northwest,position_only,21.213203,-21.213203,0.0,0.0,0.0,0.0,120,112,8,120,0,0,0.0,0.0,0.0,0.0,9,,,,,234.4358416666665,285.603,389.104
px4_turn,northwest_onset_4.0_ramp_20.0_posvel,4.0,20.0,northwest,position_plus_velocity,21.213203,-21.213203,0.0,6.363961,-6.363961,0.0,120,112,8,116,4,0,0.03571428571428571,0.0,0.0,0.0,9,117,,109,,229.7982916666665,251.502,300.604
